Experiment ID,Experiment Version,Tree Node Key,Schedule ID,Participant Private ID,Spreadsheet,Spreadsheet Index,Display,Trial Count,"Screen ",Screen ID,Screen Index,Screen Counter,Timestamp,Elapsed,Type,Name,Unique ID,X Normalised,Y Normalised,W Normalised,H Normalised,X Raw,Y Raw
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,70158.1,0,zone,Image,object-312,0.6249493722154719,0.5185635209936547,0.16676792223572298,0.14823815309842042,0,0
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,70158.1,0,zone,Image,object-313,0.20828270554880518,0.5185635209936547,0.16676792223572298,0.14823815309842042,0,0
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,70158.1,0,zone,Question,object-314,0.0835358444714459,0.9446807074389092,0.8329283110571082,0.2782503037667072,0,0
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,70158.1,0,zone,Option 1,object-315,0.20828270554880518,0.333232077764277,0.16676792223572298,0.16646415552855406,0,0
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,70158.1,0,zone,Option 2,object-316,0.6249493722154719,0.333232077764277,0.16676792223572298,0.16646415552855406,0,0
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,72916.6,2758.5,mouse,,,0.49362089914945323,0.21506682867557714,0,0,688,646
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,72925,2766.899999999994,mouse,,,0.49270959902794653,0.21506682867557714,0,0,687,646
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,72933.2,2775.0999999999913,mouse,,,0.49179829890643983,0.21506682867557714,0,0,686,646
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,72941.7,2783.5999999999913,mouse,,,0.4908869987849332,0.21506682867557714,0,0,685,646
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,72950,2791.899999999994,mouse,,,0.4899756986634265,0.21506682867557714,0,0,684,646
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,72958.3,2800.199999999997,mouse,,,0.4890643985419198,0.21506682867557714,0,0,683,646
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,72966.7,2808.5999999999913,mouse,,,0.4890643985419198,0.21506682867557714,0,0,683,646
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,72974.9,2816.7999999999884,mouse,,,0.4881530984204131,0.21506682867557714,0,0,682,646
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,72983.3,2825.199999999997,mouse,,,0.4881530984204131,0.21506682867557714,0,0,682,646
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,72991.6,2833.5,mouse,,,0.4881530984204131,0.21506682867557714,0,0,682,646
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,72999.1,2841,mouse,,,0.48724179829890646,0.2162818955042527,0,0,681,645
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,73016.6,2858.5,mouse,,,0.48724179829890646,0.2162818955042527,0,0,681,645
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74016.6,3858.5,mouse,,,0.48724179829890646,0.2162818955042527,0,0,681,645
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74025,3866.899999999994,mouse,,,0.4835965978128797,0.2162818955042527,0,0,677,645
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74033.3,3875.199999999997,mouse,,,0.48086269744835963,0.2162818955042527,0,0,674,645
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74040.8,3882.699999999997,mouse,,,0.47721749696233295,0.2162818955042527,0,0,670,645
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74050.1,3892,mouse,,,0.4726609963547995,0.21506682867557714,0,0,665,646
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74058.3,3900.199999999997,mouse,,,0.4617253948967193,0.21506682867557714,0,0,653,646
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74075,3916.899999999994,mouse,,,0.4416767922235723,0.21506682867557714,0,0,631,646
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74083.3,3925.199999999997,mouse,,,0.4307411907654921,0.2199270959902795,0,0,619,642
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74091.6,3933.5,mouse,,,0.4198055893074119,0.22478736330498172,0,0,607,638
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74099.1,3941,mouse,,,0.407958687727825,0.2320777642770352,0,0,594,632
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74108.3,3950.199999999997,mouse,,,0.40340218712029163,0.23693803159173754,0,0,589,628
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74116.6,3958.5,mouse,,,0.39246658566221143,0.24544349939246657,0,0,577,621
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74124.8,3966.699999999997,mouse,,,0.38153098420413123,0.25516403402187116,0,0,565,613
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74133.3,3975.199999999997,mouse,,,0.37424058323207776,0.2624544349939246,0,0,557,607
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74141.7,3983.5999999999913,mouse,,,0.3669501822600243,0.27095990279465365,0,0,549,600
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74149.9,3991.7999999999884,mouse,,,0.36421628189550426,0.2733900364520049,0,0,546,598
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74158.3,4000.199999999997,mouse,,,0.3605710814094775,0.27703523693803156,0,0,542,595
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74166.6,4008.5,mouse,,,0.3569258809234508,0.28068043742405835,0,0,538,592
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74174.9,4016.7999999999884,mouse,,,0.3551032806804374,0.28311057108140947,0,0,536,590
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74183.3,4025.199999999997,mouse,,,0.35328068043742406,0.284325637910085,0,0,534,589
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74191.6,4033.5,mouse,,,0.35328068043742406,0.2855407047387606,0,0,534,588
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74200,4041.899999999994,mouse,,,0.35236938031591736,0.2855407047387606,0,0,533,588
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74208.3,4050.199999999997,mouse,,,0.35236938031591736,0.28675577156743626,0,0,533,587
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74216.7,4058.5999999999913,mouse,,,0.35236938031591736,0.28675577156743626,0,0,533,587
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74225,4066.899999999994,mouse,,,0.35236938031591736,0.28675577156743626,0,0,533,587
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74241.6,4083.5,mouse,,,0.35236938031591736,0.28675577156743626,0,0,533,587
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74258.3,4100.199999999997,mouse,,,0.35236938031591736,0.28675577156743626,0,0,533,587
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74266.6,4108.5,mouse,,,0.35236938031591736,0.28675577156743626,0,0,533,587
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74274.9,4116.799999999988,mouse,,,0.35328068043742406,0.28675577156743626,0,0,534,587
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74282.4,4124.299999999988,mouse,,,0.35328068043742406,0.28675577156743626,0,0,534,587
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74291.7,4133.599999999991,mouse,,,0.35328068043742406,0.28675577156743626,0,0,534,587
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74316.6,4158.5,mouse,,,0.35328068043742406,0.28675577156743626,0,0,534,587
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74324.9,4166.799999999988,mouse,,,0.35328068043742406,0.28675577156743626,0,0,534,587
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74333.3,4175.199999999997,mouse,,,0.35328068043742406,0.2855407047387606,0,0,534,588
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74341.6,4183.5,mouse,,,0.35328068043742406,0.2855407047387606,0,0,534,588
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74349.9,4191.799999999988,mouse,,,0.35328068043742406,0.284325637910085,0,0,534,589
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74358.3,4200.199999999997,mouse,,,0.35328068043742406,0.28311057108140947,0,0,534,590
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74366.6,4208.5,mouse,,,0.35236938031591736,0.2818955042527339,0,0,533,591
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74374.9,4216.799999999988,mouse,,,0.35145808019441066,0.28068043742405835,0,0,532,592
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74383.2,4225.099999999991,mouse,,,0.35145808019441066,0.2794653705953828,0,0,532,593
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74391.6,4233.5,mouse,,,0.3496354799513973,0.2782503037667071,0,0,530,594
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74400,4241.899999999994,mouse,,,0.3496354799513973,0.27703523693803156,0,0,530,595
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74408.3,4250.199999999997,mouse,,,0.3487241798298906,0.275820170109356,0,0,529,596
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74416.7,4258.599999999991,mouse,,,0.3487241798298906,0.275820170109356,0,0,529,596
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74425,4266.899999999994,mouse,,,0.3487241798298906,0.27460510328068044,0,0,529,597
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74433.3,4275.199999999997,mouse,,,0.3478128797083839,0.27460510328068044,0,0,528,597
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74441.6,4283.5,mouse,,,0.3478128797083839,0.27460510328068044,0,0,528,597
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74449.9,4291.799999999988,mouse,,,0.3478128797083839,0.27460510328068044,0,0,528,597
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74457.6,4299.5,mouse,,,0.3478128797083839,0.2733900364520049,0,0,528,598
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74466.7,4308.599999999991,mouse,,,0.3478128797083839,0.2733900364520049,0,0,528,598
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74883.3,4725.199999999997,mouse,,,0.3469015795868773,0.2733900364520049,0,0,527,598
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74891.6,4733.5,mouse,,,0.3450789793438639,0.27095990279465365,0,0,525,600
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74899.9,4741.799999999988,mouse,,,0.3441676792223572,0.26852976913730253,0,0,524,602
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74908.3,4750.199999999997,mouse,,,0.34234507897934385,0.2660996354799514,0,0,522,604
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74925,4766.899999999994,mouse,,,0.3377885783718104,0.2600243013365735,0,0,517,609
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74933.3,4775.199999999997,mouse,,,0.3368772782503038,0.25880923450789795,0,0,516,610
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74941.6,4783.5,mouse,,,0.3350546780072904,0.2563791008505468,0,0,514,612
226813,8,task-fsrg,46228740,13432196,Spreadsheet1,2,2 Discounts Fatigue,1,Screen 1,a8my66,2,2,74949.9,4791.799999999988,mouse,,,0.3341433778857837,0.25516403402187116,0,0,513,613
