Experiment ID,Experiment Version,Tree Node Key,Schedule ID,Participant Private ID,Spreadsheet,Spreadsheet Index,Display,Trial Count,"Screen ",Screen ID,Screen Index,Screen Counter,Timestamp,Elapsed,Type,Name,Unique ID,X Normalised,Y Normalised,W Normalised,H Normalised,X Raw,Y Raw
226813,8,task-fsrg,46151473,13415449,Spreadsheet1,2,4 Discounts Fatigue,1,Screen 4,x3tj3z,2,2,121437,0,zone,Image,object-348,0.7918233082706769,0.5553467000835421,0.16635338345864661,0.22180451127819548,0,0
226813,8,task-fsrg,46151473,13415449,Spreadsheet1,2,4 Discounts Fatigue,1,Screen 4,x3tj3z,2,2,121437,0,zone,Image,object-349,0.5418233082706767,0.5553467000835421,0.16635338345864661,0.22180451127819548,0,0
226813,8,task-fsrg,46151473,13415449,Spreadsheet1,2,4 Discounts Fatigue,1,Screen 4,x3tj3z,2,2,121437,0,zone,Image,object-350,0.2918233082706766,0.5553467000835421,0.16635338345864661,0.22180451127819548,0,0
226813,8,task-fsrg,46151473,13415449,Spreadsheet1,2,4 Discounts Fatigue,1,Screen 4,x3tj3z,2,2,121437,0,zone,Image,object-351,0.04182330827067669,0.5553467000835421,0.16635338345864661,0.22180451127819548,0,0
226813,8,task-fsrg,46151473,13415449,Spreadsheet1,2,4 Discounts Fatigue,1,Screen 4,x3tj3z,2,2,121437,0,zone,Question,object-352,0.08317669172932331,0.9446532999164579,0.8336466165413534,0.2781954887218045,0,0
226813,8,task-fsrg,46151473,13415449,Spreadsheet1,2,4 Discounts Fatigue,1,Screen 4,x3tj3z,2,2,121437,0,zone,Option 1,object-353,0.04182330827067669,0.33333333333333337,0.16635338345864661,0.16666666666666666,0,0
226813,8,task-fsrg,46151473,13415449,Spreadsheet1,2,4 Discounts Fatigue,1,Screen 4,x3tj3z,2,2,121437,0,zone,Option 2,object-354,0.2918233082706766,0.33333333333333337,0.16635338345864661,0.16666666666666666,0,0
226813,8,task-fsrg,46151473,13415449,Spreadsheet1,2,4 Discounts Fatigue,1,Screen 4,x3tj3z,2,2,121437,0,zone,Option 3,object-355,0.5418233082706767,0.33333333333333337,0.16635338345864661,0.16666666666666666,0,0
226813,8,task-fsrg,46151473,13415449,Spreadsheet1,2,4 Discounts Fatigue,1,Screen 4,x3tj3z,2,2,121437,0,zone,Option 4,object-356,0.7918233082706769,0.33333333333333337,0.16635338345864661,0.16666666666666666,0,0
226813,8,task-fsrg,46151473,13415449,Spreadsheet1,2,4 Discounts Fatigue,1,Screen 4,x3tj3z,2,2,121970.4,533.3999999999942,mouse,,,0.5046992481203008,0.18295739348370932,0,0,740,652
226813,8,task-fsrg,46151473,13415449,Spreadsheet1,2,4 Discounts Fatigue,1,Screen 4,x3tj3z,2,2,121987,550,mouse,,,0.5075187969924813,0.19298245614035092,0,0,743,644
226813,8,task-fsrg,46151473,13415449,Spreadsheet1,2,4 Discounts Fatigue,1,Screen 4,x3tj3z,2,2,122002.9,565.8999999999942,mouse,,,0.5150375939849624,0.23057644110275688,0,0,751,614
226813,8,task-fsrg,46151473,13415449,Spreadsheet1,2,4 Discounts Fatigue,1,Screen 4,x3tj3z,2,2,122020.2,583.1999999999971,mouse,,,0.5216165413533834,0.2857142857142857,0,0,758,570
226813,8,task-fsrg,46151473,13415449,Spreadsheet1,2,4 Discounts Fatigue,1,Screen 4,x3tj3z,2,2,122037.1,600.1000000000058,mouse,,,0.5216165413533834,0.32957393483709274,0,0,758,535
226813,8,task-fsrg,46151473,13415449,Spreadsheet1,2,4 Discounts Fatigue,1,Screen 4,x3tj3z,2,2,122053.7,616.6999999999971,mouse,,,0.5197368421052632,0.3771929824561403,0,0,756,497
226813,8,task-fsrg,46151473,13415449,Spreadsheet1,2,4 Discounts Fatigue,1,Screen 4,x3tj3z,2,2,122070.3,633.3000000000029,mouse,,,0.5103383458646616,0.41478696741854637,0,0,746,467
226813,8,task-fsrg,46151473,13415449,Spreadsheet1,2,4 Discounts Fatigue,1,Screen 4,x3tj3z,2,2,122087,650,mouse,,,0.4981203007518797,0.4448621553884712,0,0,733,443
226813,8,task-fsrg,46151473,13415449,Spreadsheet1,2,4 Discounts Fatigue,1,Screen 4,x3tj3z,2,2,122103.7,666.6999999999971,mouse,,,0.48402255639097747,0.47117794486215536,0,0,718,422
226813,8,task-fsrg,46151473,13415449,Spreadsheet1,2,4 Discounts Fatigue,1,Screen 4,x3tj3z,2,2,122120.4,683.3999999999942,mouse,,,0.47274436090225563,0.48746867167919794,0,0,706,409
226813,8,task-fsrg,46151473,13415449,Spreadsheet1,2,4 Discounts Fatigue,1,Screen 4,x3tj3z,2,2,122137,700,mouse,,,0.45300751879699247,0.5112781954887218,0,0,685,390
