Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Product,Spreadsheet: Question,Spreadsheet: Discount 1,Spreadsheet: Discount 2,Spreadsheet: Discount 3,Spreadsheet: Discount 4,Spreadsheet: correct,Spreadsheet: rand_flag,Manipulation: Spreadsheet,branch-8m3o
195,1746996435999,"11/05/2025, 20:47:15",1746978435999,-5,"11/05/2025, 10:47:15",226813,8,task-fsrg,,46071022,13397950,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1229x819,1229x643,,Discount Framing Task,6,Spreadsheet1,2,2 Discounts Main,Screen 2,1bu1x1,2,action,Question,3116.920000000042,3100.2600000000093,3116.920000000042,3116.920000000042,3100.2600000000093,3116.920000000042,1,0,0,,Mousetracking,screen,0,screen,2 Discounts Main,Hair Dryer.png,Which of the following products do you prefer to buy?,$45 (Deal: $4.5 off),$45 (Deal: 10% off),,,,main,,consent
196,1746996436000,"11/05/2025, 20:47:16",1746978436000,-5,"11/05/2025, 10:47:16",226813,8,task-fsrg,,46071022,13397950,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1229x819,1229x643,,Discount Framing Task,6,Spreadsheet1,2,2 Discounts Main,Screen 2,1bu1x1,2,action,Option 1,3116.920000000042,3100.2600000000093,3116.920000000042,3116.920000000042,3100.2600000000093,3116.920000000042,1,0,0,,Mousetracking,screen,0,screen,2 Discounts Main,Hair Dryer.png,Which of the following products do you prefer to buy?,$45 (Deal: $4.5 off),$45 (Deal: 10% off),,,,main,,consent
197,1746996436000,"11/05/2025, 20:47:16",1746978436000,-5,"11/05/2025, 10:47:16",226813,8,task-fsrg,,46071022,13397950,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1229x819,1229x643,,Discount Framing Task,6,Spreadsheet1,2,2 Discounts Main,Screen 2,1bu1x1,2,action,Option 2,3116.920000000042,3100.2600000000093,3116.920000000042,3116.920000000042,3100.2600000000093,3116.920000000042,1,316.5800000000163,0.10211401624380385,,Mousetracking,screen,0,screen,2 Discounts Main,Hair Dryer.png,Which of the following products do you prefer to buy?,$45 (Deal: $4.5 off),$45 (Deal: 10% off),,,,main,,consent
198,1746996436004,"11/05/2025, 20:47:16",1746978436004,-5,"11/05/2025, 10:47:16",226813,8,task-fsrg,,46071022,13397950,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1229x819,1229x643,,Discount Framing Task,6,Spreadsheet1,2,2 Discounts Main,Screen 2,1bu1x1,2,response,Position 2,3116.920000000042,3100.2600000000093,3116.920000000042,3116.920000000042,3100.2600000000093,3116.920000000042,1,0,0,,Trigger - Response,Option 2,5,object-362,2 Discounts Main,Hair Dryer.png,Which of the following products do you prefer to buy?,$45 (Deal: $4.5 off),$45 (Deal: 10% off),,,,main,,consent
199,1746996436385,"11/05/2025, 20:47:16",1746978436385,-5,"11/05/2025, 10:47:16",226813,8,task-fsrg,,46071022,13397950,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1229x819,1229x643,,Discount Framing Task,6,,2,2 Discounts Main,Screen 2,1bu1x1,2,info,Recording Uploaded: 226813-8/13397950/task-fsrg/46071022-mousetracking-17-2.csv,,,,,,,,,,,Mousetracking,screen,0,0,,,,,,,,,,,consent
200,1746996436386,"11/05/2025, 20:47:16",1746978436386,-5,"11/05/2025, 10:47:16",226813,8,task-fsrg,,46071022,13397950,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1229x819,1229x643,,Discount Framing Task,6,,2,2 Discounts Main,Screen 2,1bu1x1,2,info,Recording Uploaded: https://app.gorilla.sc/uploads/schedule/46071022?filename=mousetracking-17-2.csv,,,,,,,,,,,Mousetracking,screen,0,0,,,,,,,,,,,consent
201,1746996451829,"11/05/2025, 20:47:31",1746978451829,-5,"11/05/2025, 10:47:31",226813,8,task-fsrg,,46071022,13397950,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1229x819,1229x643,,Discount Framing Task,6,Spreadsheet1,2,2 Discounts Main,Screen 3,5iirei,3,continue,,15848.419999999984,15834.77999999997,15848.419999999984,15848.419999999984,15834.77999999997,15848.419999999984,1,0,0,,Click To Continue,Continue Button,7,object-266,2 Discounts Main,Hair Dryer.png,Which of the following products do you prefer to buy?,$45 (Deal: $4.5 off),$45 (Deal: 10% off),,,,main,,consent
202,1746996451836,"11/05/2025, 20:47:31",1746978451836,-5,"11/05/2025, 10:47:31",226813,8,task-fsrg,,46071022,13397950,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1229x819,1229x643,,Discount Framing Task,6,Spreadsheet1,2,2 Discounts Main,Screen 3,5iirei,3,response,1,13467.440000000002,15834.77999999997,15851.439999999944,13467.440000000002,15834.77999999997,15851.439999999944,1,2383.999999999942,0,,Rating Scale,Likely to buy,8,object-267,2 Discounts Main,Hair Dryer.png,Which of the following products do you prefer to buy?,$45 (Deal: $4.5 off),$45 (Deal: 10% off),,,,main,,consent
203,1746996451838,"11/05/2025, 20:47:31",1746978451838,-5,"11/05/2025, 10:47:31",226813,8,task-fsrg,,46071022,13397950,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1229x819,1229x643,,Discount Framing Task,6,Spreadsheet1,2,2 Discounts Main,Screen 3,5iirei,3,response,7,11617.959999999963,15834.77999999997,15851.439999999944,11617.959999999963,15834.77999999997,15851.439999999944,1,4233.479999999981,0,,Rating Scale,Confident in choice,9,object-268,2 Discounts Main,Hair Dryer.png,Which of the following products do you prefer to buy?,$45 (Deal: $4.5 off),$45 (Deal: 10% off),,,,main,,consent
204,1746996451840,"11/05/2025, 20:47:31",1746978451840,-5,"11/05/2025, 10:47:31",226813,8,task-fsrg,,46071022,13397950,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1229x819,1229x643,,Discount Framing Task,6,Spreadsheet1,2,2 Discounts Main,Screen 3,5iirei,3,response,7,10767.940000000002,15834.77999999997,15851.439999999944,10767.940000000002,15834.77999999997,15851.439999999944,1,5083.499999999942,0,,Rating Scale,Likely to change,10,object-269,2 Discounts Main,Hair Dryer.png,Which of the following products do you prefer to buy?,$45 (Deal: $4.5 off),$45 (Deal: 10% off),,,,main,,consent
205,1746996451841,"11/05/2025, 20:47:31",1746978451841,-5,"11/05/2025, 10:47:31",226813,8,task-fsrg,,46071022,13397950,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1229x819,1229x643,,Discount Framing Task,6,Spreadsheet1,2,2 Discounts Main,Screen 3,5iirei,3,response,2,14784.76000000001,15834.77999999997,15851.439999999944,14784.76000000001,15834.77999999997,15851.439999999944,1,1066.6799999999348,0,,Number Entry,Attention Check Response,11,object-270,2 Discounts Main,Hair Dryer.png,Which of the following products do you prefer to buy?,$45 (Deal: $4.5 off),$45 (Deal: 10% off),,,,main,,consent
206,1746996451842,"11/05/2025, 20:47:31",1746978451842,-5,"11/05/2025, 10:47:31",226813,8,task-fsrg,,46071022,13397950,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1229x819,1229x643,,Discount Framing Task,6,Spreadsheet1,2,2 Discounts Main,Screen 3,5iirei,3,response,percentages look like more of deal despite them being the same,1534.2600000000093,15834.77999999997,15851.439999999944,1534.2600000000093,15834.77999999997,15851.439999999944,1,14317.179999999935,0,,Text Entry,Why Response,12,object-271,2 Discounts Main,Hair Dryer.png,Which of the following products do you prefer to buy?,$45 (Deal: $4.5 off),$45 (Deal: 10% off),,,,main,,consent
207,1746996451846,"11/05/2025, 20:47:31",1746978451846,-5,"11/05/2025, 10:47:31",226813,8,task-fsrg,,46071022,13397950,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1229x819,1229x643,,Discount Framing Task,6,,,,,,,info,END,,,381633,,,,,,,,,,,,,,,,,,,,,,consent
﻿1,1747013311933,"12/05/2025, 01:28:31",1746995311933,-5,"11/05/2025, 15:28:31",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,,,,,,,consent
2,1747013313162,"12/05/2025, 01:28:33",1746995313162,-5,"11/05/2025, 15:28:33",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,Spreadsheet1,1,Instructions,Screen 1,xanaqs,1,continue,,1242.230000023842,1233.33,1242.230000023842,1242.230000023842,1233.33,1242.230000023842,1,0,0,,Click To Continue,Continue Button,2,object-4,Instructions,,,,,,,,,,consent
3,1747013315390,"12/05/2025, 01:28:35",1746995315390,-5,"11/05/2025, 15:28:35",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,Spreadsheet1,1,Practice Trial,Screen 2,5afp8p,1,continue,,2237.3,2233.3,2237.3,2237.3,2233.3,2237.3,1,0,0,,Click To Continue,Continue Button,2,object-102,Practice Trial,presentbox.jpg,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$10 (Deal: 10% off),$10 (Deal: now $8),$10 (Deal: $3 off),$10 (Deal: buy 1 get 1 30% off),,,,consent
4,1747013327232,"12/05/2025, 01:28:47",1746995327232,-5,"11/05/2025, 15:28:47",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,Spreadsheet1,1,Practice Trial,Screen 1,aokijm,2,response,$10 (Deal: 10% off),11846.100000023842,11833.5,11846.100000023842,11846.100000023842,11833.5,11846.100000023842,1,0,0,,Trigger - Response,Option 1,6,object-305,Practice Trial,presentbox.jpg,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$10 (Deal: 10% off),$10 (Deal: now $8),$10 (Deal: $3 off),$10 (Deal: buy 1 get 1 30% off),,,,consent
5,1747013327234,"12/05/2025, 01:28:47",1746995327234,-5,"11/05/2025, 15:28:47",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,Spreadsheet1,1,Practice Trial,Screen 1,aokijm,2,action,Image,11848,11833.5,11848,11848,11833.5,11848,1,7133.299999999999,0.6028055942874043,,Mousetracking,screen,0,screen,Practice Trial,presentbox.jpg,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$10 (Deal: 10% off),$10 (Deal: now $8),$10 (Deal: $3 off),$10 (Deal: buy 1 get 1 30% off),,,,consent
6,1747013327234,"12/05/2025, 01:28:47",1746995327234,-5,"11/05/2025, 15:28:47",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,Spreadsheet1,1,Practice Trial,Screen 1,aokijm,2,action,Question,11848.300000071526,11833.5,11848.300000071526,11848.300000071526,11833.5,11848.300000071526,1,200.10000000000036,0.016909620991253677,,Mousetracking,screen,0,screen,Practice Trial,presentbox.jpg,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$10 (Deal: 10% off),$10 (Deal: now $8),$10 (Deal: $3 off),$10 (Deal: buy 1 get 1 30% off),,,,consent
7,1747013327235,"12/05/2025, 01:28:47",1746995327235,-5,"11/05/2025, 15:28:47",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,Spreadsheet1,1,Practice Trial,Screen 1,aokijm,2,action,Option 1,11848.600000023842,11833.5,11848.600000023842,11848.600000023842,11833.5,11848.600000023842,1,1866.7000000000007,0.1577470739848735,,Mousetracking,screen,0,screen,Practice Trial,presentbox.jpg,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$10 (Deal: 10% off),$10 (Deal: now $8),$10 (Deal: $3 off),$10 (Deal: buy 1 get 1 30% off),,,,consent
8,1747013327235,"12/05/2025, 01:28:47",1746995327235,-5,"11/05/2025, 15:28:47",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,Spreadsheet1,1,Practice Trial,Screen 1,aokijm,2,action,Option 2,11848.899999976158,11833.5,11848.899999976158,11848.899999976158,11833.5,11848.899999976158,1,0,0,,Mousetracking,screen,0,screen,Practice Trial,presentbox.jpg,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$10 (Deal: 10% off),$10 (Deal: now $8),$10 (Deal: $3 off),$10 (Deal: buy 1 get 1 30% off),,,,consent
9,1747013327235,"12/05/2025, 01:28:47",1746995327235,-5,"11/05/2025, 15:28:47",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,Spreadsheet1,1,Practice Trial,Screen 1,aokijm,2,action,Option 3,11849.100000023842,11833.5,11849.100000023842,11849.100000023842,11833.5,11849.100000023842,1,0,0,,Mousetracking,screen,0,screen,Practice Trial,presentbox.jpg,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$10 (Deal: 10% off),$10 (Deal: now $8),$10 (Deal: $3 off),$10 (Deal: buy 1 get 1 30% off),,,,consent
10,1747013327235,"12/05/2025, 01:28:47",1746995327235,-5,"11/05/2025, 15:28:47",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,Spreadsheet1,1,Practice Trial,Screen 1,aokijm,2,action,Option 4,11849.300000071526,11833.5,11849.300000071526,11849.300000071526,11833.5,11849.300000071526,1,0,0,,Mousetracking,screen,0,screen,Practice Trial,presentbox.jpg,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$10 (Deal: 10% off),$10 (Deal: now $8),$10 (Deal: $3 off),$10 (Deal: buy 1 get 1 30% off),,,,consent
11,1747013327236,"12/05/2025, 01:28:47",1746995327236,-5,"11/05/2025, 15:28:47",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,Spreadsheet1,1,Practice Trial,Screen 1,aokijm,2,response,Position 1,11850.5,11833.5,11850.5,11850.5,11833.5,11850.5,1,0,0,,Trigger - Response,Option 1,6,object-305,Practice Trial,presentbox.jpg,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$10 (Deal: 10% off),$10 (Deal: now $8),$10 (Deal: $3 off),$10 (Deal: buy 1 get 1 30% off),,,,consent
12,1747013327672,"12/05/2025, 01:28:47",1746995327672,-5,"11/05/2025, 15:28:47",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,,1,Practice Trial,Screen 1,aokijm,2,info,Recording Uploaded: 226813-8/13398525/task-fsrg/46073891-mousetracking-1-2.csv,,,,,,,,,,,Mousetracking,screen,0,0,,,,,,,,,,,consent
13,1747013327672,"12/05/2025, 01:28:47",1746995327672,-5,"11/05/2025, 15:28:47",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,,1,Practice Trial,Screen 1,aokijm,2,info,Recording Uploaded: https://app.gorilla.sc/uploads/schedule/46073891?filename=mousetracking-1-2.csv,,,,,,,,,,,Mousetracking,screen,0,0,,,,,,,,,,,consent
14,1747013328568,"12/05/2025, 01:28:48",1746995328568,-5,"11/05/2025, 15:28:48",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,Spreadsheet1,1,Practice Trial,Screen 3,qzd5z1,3,continue,,1348.8999999761581,1333,1348.8999999761581,1348.8999999761581,1333,1348.8999999761581,1,0,0,,Click To Continue,Continue Button,2,object-148,Practice Trial,presentbox.jpg,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$10 (Deal: 10% off),$10 (Deal: now $8),$10 (Deal: $3 off),$10 (Deal: buy 1 get 1 30% off),,,,consent
15,1747013329447,"12/05/2025, 01:28:49",1746995329447,-5,"11/05/2025, 15:28:49",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,Spreadsheet1,1,4 Discounts Fatigue,Screen 5,drlp1q,1,continue,,894.8999999761581,866.7999999999993,894.8999999761581,894.8999999761581,866.7999999999993,894.8999999761581,1,0,0,,Click To Continue,Continue Button,2,object-73,4 Discounts Fatigue,Electric Kettle.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$35 (Deal: $3 off),$50 (Deal: buy 1 get 1 40% off),$35 (Deal: 10% off),$35 (Deal: now $29),answer4,fatigue,,consent
16,1747013343332,"12/05/2025, 01:29:03",1746995343332,-5,"11/05/2025, 15:29:03",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,Spreadsheet1,1,4 Discounts Fatigue,Screen 4,x3tj3z,2,response,$35 (Deal: now $29),13912.599999976159,13899.899999999998,13912.599999976159,13912.599999976159,13899.899999999998,13912.599999976159,1,0,0,,Trigger - Response,Option 4,9,object-356,4 Discounts Fatigue,Electric Kettle.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$35 (Deal: $3 off),$50 (Deal: buy 1 get 1 40% off),$35 (Deal: 10% off),$35 (Deal: now $29),answer4,fatigue,,consent
17,1747013343337,"12/05/2025, 01:29:03",1746995343337,-5,"11/05/2025, 15:29:03",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,Spreadsheet1,1,4 Discounts Fatigue,Screen 4,x3tj3z,2,action,Image,13917.7,13899.899999999998,13917.7,13917.7,13899.899999999998,13917.7,1,33.29999999999927,0.00239570068849411,,Mousetracking,screen,0,screen,4 Discounts Fatigue,Electric Kettle.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$35 (Deal: $3 off),$50 (Deal: buy 1 get 1 40% off),$35 (Deal: 10% off),$35 (Deal: now $29),answer4,fatigue,,consent
18,1747013343337,"12/05/2025, 01:29:03",1746995343337,-5,"11/05/2025, 15:29:03",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,Spreadsheet1,1,4 Discounts Fatigue,Screen 4,x3tj3z,2,action,Question,13918.099999976159,13899.899999999998,13918.099999976159,13918.099999976159,13899.899999999998,13918.099999976159,1,0,0,,Mousetracking,screen,0,screen,4 Discounts Fatigue,Electric Kettle.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$35 (Deal: $3 off),$50 (Deal: buy 1 get 1 40% off),$35 (Deal: 10% off),$35 (Deal: now $29),answer4,fatigue,,consent
19,1747013343338,"12/05/2025, 01:29:03",1746995343338,-5,"11/05/2025, 15:29:03",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,Spreadsheet1,1,4 Discounts Fatigue,Screen 4,x3tj3z,2,action,Option 1,13918.400000047684,13899.899999999998,13918.400000047684,13918.400000047684,13899.899999999998,13918.400000047684,1,0,0,,Mousetracking,screen,0,screen,4 Discounts Fatigue,Electric Kettle.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$35 (Deal: $3 off),$50 (Deal: buy 1 get 1 40% off),$35 (Deal: 10% off),$35 (Deal: now $29),answer4,fatigue,,consent
20,1747013343338,"12/05/2025, 01:29:03",1746995343338,-5,"11/05/2025, 15:29:03",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,Spreadsheet1,1,4 Discounts Fatigue,Screen 4,x3tj3z,2,action,Option 2,13918.7,13899.899999999998,13918.7,13918.7,13899.899999999998,13918.7,1,2999.9000000000015,0.21582169655896818,,Mousetracking,screen,0,screen,4 Discounts Fatigue,Electric Kettle.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$35 (Deal: $3 off),$50 (Deal: buy 1 get 1 40% off),$35 (Deal: 10% off),$35 (Deal: now $29),answer4,fatigue,,consent
21,1747013343338,"12/05/2025, 01:29:03",1746995343338,-5,"11/05/2025, 15:29:03",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,Spreadsheet1,1,4 Discounts Fatigue,Screen 4,x3tj3z,2,action,Option 3,13919.000000071526,13899.899999999998,13919.000000071526,13919.000000071526,13899.899999999998,13919.000000071526,1,166.8000000000029,0.012000086331556553,,Mousetracking,screen,0,screen,4 Discounts Fatigue,Electric Kettle.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$35 (Deal: $3 off),$50 (Deal: buy 1 get 1 40% off),$35 (Deal: 10% off),$35 (Deal: now $29),answer4,fatigue,,consent
22,1747013343339,"12/05/2025, 01:29:03",1746995343339,-5,"11/05/2025, 15:29:03",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,Spreadsheet1,1,4 Discounts Fatigue,Screen 4,x3tj3z,2,action,Option 4,13919.400000047684,13899.899999999998,13919.400000047684,13919.400000047684,13899.899999999998,13919.400000047684,1,1866.7000000000007,0.13429593018654817,,Mousetracking,screen,0,screen,4 Discounts Fatigue,Electric Kettle.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$35 (Deal: $3 off),$50 (Deal: buy 1 get 1 40% off),$35 (Deal: 10% off),$35 (Deal: now $29),answer4,fatigue,,consent
23,1747013343341,"12/05/2025, 01:29:03",1746995343341,-5,"11/05/2025, 15:29:03",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,Spreadsheet1,1,4 Discounts Fatigue,Screen 4,x3tj3z,2,response,Position 4,13921.800000023843,13899.899999999998,13921.800000023843,13921.800000023843,13899.899999999998,13921.800000023843,1,0,0,,Trigger - Response,Option 4,9,object-356,4 Discounts Fatigue,Electric Kettle.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$35 (Deal: $3 off),$50 (Deal: buy 1 get 1 40% off),$35 (Deal: 10% off),$35 (Deal: now $29),answer4,fatigue,,consent
24,1747013343562,"12/05/2025, 01:29:03",1746995343562,-5,"11/05/2025, 15:29:03",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,,1,4 Discounts Fatigue,Screen 4,x3tj3z,2,info,Recording Uploaded: 226813-8/13398525/task-fsrg/46073891-mousetracking-2-2.csv,,,,,,,,,,,Mousetracking,screen,0,0,,,,,,,,,,,consent
25,1747013343562,"12/05/2025, 01:29:03",1746995343562,-5,"11/05/2025, 15:29:03",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,,1,4 Discounts Fatigue,Screen 4,x3tj3z,2,info,Recording Uploaded: https://app.gorilla.sc/uploads/schedule/46073891?filename=mousetracking-2-2.csv,,,,,,,,,,,Mousetracking,screen,0,0,,,,,,,,,,,consent
26,1747013344532,"12/05/2025, 01:29:04",1746995344532,-5,"11/05/2025, 15:29:04",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,Spreadsheet1,1,3 Discounts Fatigue,Screen 2,tvnvuc,1,continue,,1213.0000000476866,1200,1213.0000000476866,1213.0000000476866,1200,1213.0000000476866,1,0,0,,Click To Continue,Continue Button,2,object-107,3 Discounts Fatigue,Kitchen Knife Set.png,Which of the following products do you prefer to buy?,$110 (Deal: now $90),$110 (Deal: $15 off),$110 (Deal: 10% off),,answer2,fatigue,,consent
27,1747013348141,"12/05/2025, 01:29:08",1746995348141,-5,"11/05/2025, 15:29:08",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,Spreadsheet1,1,3 Discounts Fatigue,Screen 1,7ej6b1,2,response,$110 (Deal: $15 off),3621.5000000476866,3600.100000000006,3621.5000000476866,3621.5000000476866,3600.100000000006,3621.5000000476866,1,0,0,,Trigger - Response,Option 2,6,object-122,3 Discounts Fatigue,Kitchen Knife Set.png,Which of the following products do you prefer to buy?,$110 (Deal: now $90),$110 (Deal: $15 off),$110 (Deal: 10% off),,answer2,fatigue,,consent
28,1747013348142,"12/05/2025, 01:29:08",1746995348142,-5,"11/05/2025, 15:29:08",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,Spreadsheet1,1,3 Discounts Fatigue,Screen 1,7ej6b1,2,action,Image,3622.6000000715285,3600.100000000006,3622.6000000715285,3622.6000000715285,3600.100000000006,3622.6000000715285,1,0,0,,Mousetracking,screen,0,screen,3 Discounts Fatigue,Kitchen Knife Set.png,Which of the following products do you prefer to buy?,$110 (Deal: now $90),$110 (Deal: $15 off),$110 (Deal: 10% off),,answer2,fatigue,,consent
29,1747013348142,"12/05/2025, 01:29:08",1746995348142,-5,"11/05/2025, 15:29:08",226813,8,task-fsrg,,46073891,13398525,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1470x956,1470x743,,Discount Framing Task,6,Spreadsheet1,1,3 Discounts Fatigue,Screen 1,7ej6b1,2,action,Question,3623.1000000715285,3600.100000000006,3623.1000000715285,3623.1000000715285,3600.100000000006,3623.1000000715285,1,800,0.2222160495541787,,Mousetracking,screen,0,screen,3 Discounts Fatigue,Kitchen Knife Set.png,Which of the following products do you prefer to buy?,$110 (Deal: now $90),$110 (Deal: $15 off),$110 (Deal: 10% off),,answer2,fatigue,,consent
