Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Product,Spreadsheet: Question,Spreadsheet: Discount 1,Spreadsheet: Discount 2,Spreadsheet: Discount 3,Spreadsheet: Discount 4,Spreadsheet: correct,Spreadsheet: rand_flag,Manipulation: Spreadsheet,branch-8m3o
﻿1,1746992751690,"11/05/2025, 19:45:51",1746974751690,-5,"11/05/2025, 09:45:51",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,,,,,,,consent
2,1746992785545,"11/05/2025, 19:46:25",1746974785545,-5,"11/05/2025, 09:46:25",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,1,Instructions,Screen 1,xanaqs,1,continue,,36764.80000001192,36748.4,36764.80000001192,36764.80000001192,36748.4,36764.80000001192,1,0,0,,Click To Continue,Continue Button,2,object-4,Instructions,,,,,,,,,,consent
3,1746992798626,"11/05/2025, 19:46:38",1746974798626,-5,"11/05/2025, 09:46:38",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,1,Practice Trial,Screen 2,5afp8p,1,continue,,13097.799999999996,13082.099999999999,13097.799999999996,13097.799999999996,13082.099999999999,13097.799999999996,1,0,0,,Click To Continue,Continue Button,2,object-102,Practice Trial,presentbox.jpg,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$10 (Deal: buy 1 get 1 30% off),$10 (Deal: $3 off),$10 (Deal: 10% off),$10 (Deal: now $8),,,,consent
4,1746992822826,"11/05/2025, 19:47:02",1746974822826,-5,"11/05/2025, 09:47:02",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,1,Practice Trial,Screen 1,aokijm,2,response,$10 (Deal: $3 off),24215,24199.699999999997,24215,24215,24199.699999999997,24215,1,0,0,,Trigger - Response,Option 2,7,object-306,Practice Trial,presentbox.jpg,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$10 (Deal: buy 1 get 1 30% off),$10 (Deal: $3 off),$10 (Deal: 10% off),$10 (Deal: now $8),,,,consent
5,1746992822827,"11/05/2025, 19:47:02",1746974822827,-5,"11/05/2025, 09:47:02",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,1,Practice Trial,Screen 1,aokijm,2,action,Image,24216.29999999999,24199.699999999997,24216.29999999999,24216.29999999999,24199.699999999997,24216.29999999999,1,0,0,,Mousetracking,screen,0,screen,Practice Trial,presentbox.jpg,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$10 (Deal: buy 1 get 1 30% off),$10 (Deal: $3 off),$10 (Deal: 10% off),$10 (Deal: now $8),,,,consent
6,1746992822827,"11/05/2025, 19:47:02",1746974822827,-5,"11/05/2025, 09:47:02",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,1,Practice Trial,Screen 1,aokijm,2,action,Question,24216.29999999999,24199.699999999997,24216.29999999999,24216.29999999999,24199.699999999997,24216.29999999999,1,0,0,,Mousetracking,screen,0,screen,Practice Trial,presentbox.jpg,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$10 (Deal: buy 1 get 1 30% off),$10 (Deal: $3 off),$10 (Deal: 10% off),$10 (Deal: now $8),,,,consent
7,1746992822827,"11/05/2025, 19:47:02",1746974822827,-5,"11/05/2025, 09:47:02",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,1,Practice Trial,Screen 1,aokijm,2,action,Option 1,24216.29999999999,24199.699999999997,24216.29999999999,24216.29999999999,24199.699999999997,24216.29999999999,1,0,0,,Mousetracking,screen,0,screen,Practice Trial,presentbox.jpg,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$10 (Deal: buy 1 get 1 30% off),$10 (Deal: $3 off),$10 (Deal: 10% off),$10 (Deal: now $8),,,,consent
8,1746992822828,"11/05/2025, 19:47:02",1746974822828,-5,"11/05/2025, 09:47:02",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,1,Practice Trial,Screen 1,aokijm,2,action,Option 2,24216.29999999999,24199.699999999997,24216.29999999999,24216.29999999999,24199.699999999997,24216.29999999999,1,1133.1000000000058,0.046822894498692376,,Mousetracking,screen,0,screen,Practice Trial,presentbox.jpg,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$10 (Deal: buy 1 get 1 30% off),$10 (Deal: $3 off),$10 (Deal: 10% off),$10 (Deal: now $8),,,,consent
9,1746992822828,"11/05/2025, 19:47:02",1746974822828,-5,"11/05/2025, 09:47:02",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,1,Practice Trial,Screen 1,aokijm,2,action,Option 3,24216.29999999999,24199.699999999997,24216.29999999999,24216.29999999999,24199.699999999997,24216.29999999999,1,916.8000000000029,0.03788476716653525,,Mousetracking,screen,0,screen,Practice Trial,presentbox.jpg,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$10 (Deal: buy 1 get 1 30% off),$10 (Deal: $3 off),$10 (Deal: 10% off),$10 (Deal: now $8),,,,consent
10,1746992822828,"11/05/2025, 19:47:02",1746974822828,-5,"11/05/2025, 09:47:02",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,1,Practice Trial,Screen 1,aokijm,2,action,Option 4,24216.29999999999,24199.699999999997,24216.29999999999,24216.29999999999,24199.699999999997,24216.29999999999,1,0,0,,Mousetracking,screen,0,screen,Practice Trial,presentbox.jpg,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$10 (Deal: buy 1 get 1 30% off),$10 (Deal: $3 off),$10 (Deal: 10% off),$10 (Deal: now $8),,,,consent
11,1746992822830,"11/05/2025, 19:47:02",1746974822830,-5,"11/05/2025, 09:47:02",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,1,Practice Trial,Screen 1,aokijm,2,response,Position 2,24216.29999999999,24199.699999999997,24216.29999999999,24216.29999999999,24199.699999999997,24216.29999999999,1,0,0,,Trigger - Response,Option 2,7,object-306,Practice Trial,presentbox.jpg,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$10 (Deal: buy 1 get 1 30% off),$10 (Deal: $3 off),$10 (Deal: 10% off),$10 (Deal: now $8),,,,consent
12,1746992822927,"11/05/2025, 19:47:02",1746974822927,-5,"11/05/2025, 09:47:02",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,,1,Practice Trial,Screen 1,aokijm,2,info,Recording Uploaded: 226813-7/13397659/task-fsrg/46069857-mousetracking-1-2.csv,,,,,,,,,,,Mousetracking,screen,0,0,,,,,,,,,,,consent
13,1746992822927,"11/05/2025, 19:47:02",1746974822927,-5,"11/05/2025, 09:47:02",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,,1,Practice Trial,Screen 1,aokijm,2,info,Recording Uploaded: https://app.gorilla.sc/uploads/schedule/46069857?filename=mousetracking-1-2.csv,,,,,,,,,,,Mousetracking,screen,0,0,,,,,,,,,,,consent
14,1746992829559,"11/05/2025, 19:47:09",1746974829559,-5,"11/05/2025, 09:47:09",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,1,Practice Trial,Screen 3,qzd5z1,3,continue,,6748.199999976161,6734.199999999997,6748.199999976161,6748.199999976161,6734.199999999997,6748.199999976161,1,0,0,,Click To Continue,Continue Button,2,object-148,Practice Trial,presentbox.jpg,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$10 (Deal: buy 1 get 1 30% off),$10 (Deal: $3 off),$10 (Deal: 10% off),$10 (Deal: now $8),,,,consent
15,1746992832209,"11/05/2025, 19:47:12",1746974832209,-5,"11/05/2025, 09:47:12",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,1,3 Discounts Fatigue,Screen 2,tvnvuc,1,continue,,2664.100000000006,2649.600000000006,2664.100000000006,2664.100000000006,2649.600000000006,2664.100000000006,1,0,0,,Click To Continue,Continue Button,2,object-107,3 Discounts Fatigue,Home Espresso Machine.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$350 (Deal: 20% off),$399 (Deal: buy 1 get 1 free),$350 (Deal: $50 off),,answer2,fatigue,,consent
16,1746992845425,"11/05/2025, 19:47:25",1746974845425,-5,"11/05/2025, 09:47:25",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,1,3 Discounts Fatigue,Screen 1,7ej6b1,2,response,$350 (Deal: $50 off),13230.5,13216.899999999994,13230.5,13230.5,13216.899999999994,13230.5,1,0,0,,Trigger - Response,Option 3,7,object-123,3 Discounts Fatigue,Home Espresso Machine.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$350 (Deal: 20% off),$399 (Deal: buy 1 get 1 free),$350 (Deal: $50 off),,answer2,fatigue,,consent
17,1746992845428,"11/05/2025, 19:47:25",1746974845428,-5,"11/05/2025, 09:47:25",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,1,3 Discounts Fatigue,Screen 1,7ej6b1,2,action,Image,13233.599999999991,13216.899999999994,13233.599999999991,13233.599999999991,13216.899999999994,13233.599999999991,1,0,0,,Mousetracking,screen,0,screen,3 Discounts Fatigue,Home Espresso Machine.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$350 (Deal: 20% off),$399 (Deal: buy 1 get 1 free),$350 (Deal: $50 off),,answer2,fatigue,,consent
18,1746992845428,"11/05/2025, 19:47:25",1746974845428,-5,"11/05/2025, 09:47:25",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,1,3 Discounts Fatigue,Screen 1,7ej6b1,2,action,Question,13233.599999999991,13216.899999999994,13233.599999999991,13233.599999999991,13216.899999999994,13233.599999999991,1,0,0,,Mousetracking,screen,0,screen,3 Discounts Fatigue,Home Espresso Machine.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$350 (Deal: 20% off),$399 (Deal: buy 1 get 1 free),$350 (Deal: $50 off),,answer2,fatigue,,consent
19,1746992845429,"11/05/2025, 19:47:25",1746974845429,-5,"11/05/2025, 09:47:25",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,1,3 Discounts Fatigue,Screen 1,7ej6b1,2,action,Option 1,13233.599999999991,13216.899999999994,13233.599999999991,13233.599999999991,13216.899999999994,13233.599999999991,1,0,0,,Mousetracking,screen,0,screen,3 Discounts Fatigue,Home Espresso Machine.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$350 (Deal: 20% off),$399 (Deal: buy 1 get 1 free),$350 (Deal: $50 off),,answer2,fatigue,,consent
20,1746992845429,"11/05/2025, 19:47:25",1746974845429,-5,"11/05/2025, 09:47:25",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,1,3 Discounts Fatigue,Screen 1,7ej6b1,2,action,Option 2,13233.599999999991,13216.899999999994,13233.599999999991,13233.599999999991,13216.899999999994,13233.599999999991,1,95947.6,7.259463262943659,,Mousetracking,screen,0,screen,3 Discounts Fatigue,Home Espresso Machine.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$350 (Deal: 20% off),$399 (Deal: buy 1 get 1 free),$350 (Deal: $50 off),,answer2,fatigue,,consent
21,1746992845429,"11/05/2025, 19:47:25",1746974845429,-5,"11/05/2025, 09:47:25",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,1,3 Discounts Fatigue,Screen 1,7ej6b1,2,action,Option 3,13233.599999999991,13216.899999999994,13233.599999999991,13233.599999999991,13216.899999999994,13233.599999999991,1,350.6999999999971,0.026534209988726347,,Mousetracking,screen,0,screen,3 Discounts Fatigue,Home Espresso Machine.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$350 (Deal: 20% off),$399 (Deal: buy 1 get 1 free),$350 (Deal: $50 off),,answer2,fatigue,,consent
22,1746992845431,"11/05/2025, 19:47:25",1746974845431,-5,"11/05/2025, 09:47:25",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,1,3 Discounts Fatigue,Screen 1,7ej6b1,2,response,Position 3,13233.599999999991,13216.899999999994,13233.599999999991,13233.599999999991,13216.899999999994,13233.599999999991,1,0,0,,Trigger - Response,Option 3,7,object-123,3 Discounts Fatigue,Home Espresso Machine.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$350 (Deal: 20% off),$399 (Deal: buy 1 get 1 free),$350 (Deal: $50 off),,answer2,fatigue,,consent
23,1746992845624,"11/05/2025, 19:47:25",1746974845624,-5,"11/05/2025, 09:47:25",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,,1,3 Discounts Fatigue,Screen 1,7ej6b1,2,info,Recording Uploaded: 226813-7/13397659/task-fsrg/46069857-mousetracking-2-2.csv,,,,,,,,,,,Mousetracking,screen,0,0,,,,,,,,,,,consent
24,1746992845624,"11/05/2025, 19:47:25",1746974845624,-5,"11/05/2025, 09:47:25",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,,1,3 Discounts Fatigue,Screen 1,7ej6b1,2,info,Recording Uploaded: https://app.gorilla.sc/uploads/schedule/46069857?filename=mousetracking-2-2.csv,,,,,,,,,,,Mousetracking,screen,0,0,,,,,,,,,,,consent
25,1746992848525,"11/05/2025, 19:47:28",1746974848525,-5,"11/05/2025, 09:47:28",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,1,2 Discounts Fatigue,Screen 2,loinwi,1,continue,,3113.799999988085,3099.9000000000087,3113.799999988085,3113.799999988085,3099.9000000000087,3113.799999988085,1,0,0,,Click To Continue,Continue Button,2,object-111,2 Discounts Fatigue,Leather Wallet.png,Which of the following products do you prefer to buy?,$70 (Deal: $10 off),$70 (Deal: now $58),,,answer1,fatigue,,consent
26,1746992862127,"11/05/2025, 19:47:42",1746974862127,-5,"11/05/2025, 09:47:42",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,1,2 Discounts Fatigue,Screen 1,a8my66,2,response,$70 (Deal: now $58),13616.000000011918,13600,13616.000000011918,13616.000000011918,13600,13616.000000011918,1,0,0,,Trigger - Response,Option 2,5,object-316,2 Discounts Fatigue,Leather Wallet.png,Which of the following products do you prefer to buy?,$70 (Deal: $10 off),$70 (Deal: now $58),,,answer1,fatigue,,consent
27,1746992862131,"11/05/2025, 19:47:42",1746974862131,-5,"11/05/2025, 09:47:42",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,1,2 Discounts Fatigue,Screen 1,a8my66,2,action,Image,13616.699999999997,13600,13616.699999999997,13616.699999999997,13600,13616.699999999997,1,0,0,,Mousetracking,screen,0,screen,2 Discounts Fatigue,Leather Wallet.png,Which of the following products do you prefer to buy?,$70 (Deal: $10 off),$70 (Deal: now $58),,,answer1,fatigue,,consent
28,1746992862132,"11/05/2025, 19:47:42",1746974862132,-5,"11/05/2025, 09:47:42",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,1,2 Discounts Fatigue,Screen 1,a8my66,2,action,Question,13616.699999999997,13600,13616.699999999997,13616.699999999997,13600,13616.699999999997,1,0,0,,Mousetracking,screen,0,screen,2 Discounts Fatigue,Leather Wallet.png,Which of the following products do you prefer to buy?,$70 (Deal: $10 off),$70 (Deal: now $58),,,answer1,fatigue,,consent
29,1746992862132,"11/05/2025, 19:47:42",1746974862132,-5,"11/05/2025, 09:47:42",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,1,2 Discounts Fatigue,Screen 1,a8my66,2,action,Option 1,13616.699999999997,13600,13616.699999999997,13616.699999999997,13600,13616.699999999997,1,1382.5,0.10165441176470588,,Mousetracking,screen,0,screen,2 Discounts Fatigue,Leather Wallet.png,Which of the following products do you prefer to buy?,$70 (Deal: $10 off),$70 (Deal: now $58),,,answer1,fatigue,,consent
30,1746992862132,"11/05/2025, 19:47:42",1746974862132,-5,"11/05/2025, 09:47:42",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,1,2 Discounts Fatigue,Screen 1,a8my66,2,action,Option 2,13616.699999999997,13600,13616.699999999997,13616.699999999997,13600,13616.699999999997,1,765.5,0.056286764705882356,,Mousetracking,screen,0,screen,2 Discounts Fatigue,Leather Wallet.png,Which of the following products do you prefer to buy?,$70 (Deal: $10 off),$70 (Deal: now $58),,,answer1,fatigue,,consent
31,1746992862135,"11/05/2025, 19:47:42",1746974862135,-5,"11/05/2025, 09:47:42",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,1,2 Discounts Fatigue,Screen 1,a8my66,2,response,Position 2,13616.699999999997,13600,13616.699999999997,13616.699999999997,13600,13616.699999999997,1,0,0,,Trigger - Response,Option 2,5,object-316,2 Discounts Fatigue,Leather Wallet.png,Which of the following products do you prefer to buy?,$70 (Deal: $10 off),$70 (Deal: now $58),,,answer1,fatigue,,consent
32,1746992862226,"11/05/2025, 19:47:42",1746974862226,-5,"11/05/2025, 09:47:42",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,,1,2 Discounts Fatigue,Screen 1,a8my66,2,info,Recording Uploaded: 226813-7/13397659/task-fsrg/46069857-mousetracking-3-2.csv,,,,,,,,,,,Mousetracking,screen,0,0,,,,,,,,,,,consent
33,1746992862226,"11/05/2025, 19:47:42",1746974862226,-5,"11/05/2025, 09:47:42",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,,1,2 Discounts Fatigue,Screen 1,a8my66,2,info,Recording Uploaded: https://app.gorilla.sc/uploads/schedule/46069857?filename=mousetracking-3-2.csv,,,,,,,,,,,Mousetracking,screen,0,0,,,,,,,,,,,consent
34,1746992863475,"11/05/2025, 19:47:43",1746974863475,-5,"11/05/2025, 09:47:43",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,2,2 Discounts Fatigue,Screen 2,loinwi,1,continue,,1363.699999999997,1349.0999999999913,1363.699999999997,1363.699999999997,1349.0999999999913,1363.699999999997,1,0,0,,Click To Continue,Continue Button,2,object-111,2 Discounts Fatigue,Wireless Charger.png,Which of the following products do you prefer to buy?,$60 (Deal: $10 off),$60 (Deal: now $45),,,answer2,fatigue,,consent
35,1746992872042,"11/05/2025, 19:47:52",1746974872042,-5,"11/05/2025, 09:47:52",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,2,2 Discounts Fatigue,Screen 1,a8my66,2,response,$60 (Deal: now $45),8581.100000000006,8567.200000000012,8581.100000000006,8581.100000000006,8567.200000000012,8581.100000000006,1,0,0,,Trigger - Response,Option 2,5,object-316,2 Discounts Fatigue,Wireless Charger.png,Which of the following products do you prefer to buy?,$60 (Deal: $10 off),$60 (Deal: now $45),,,answer2,fatigue,,consent
36,1746992872042,"11/05/2025, 19:47:52",1746974872042,-5,"11/05/2025, 09:47:52",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,2,2 Discounts Fatigue,Screen 1,a8my66,2,action,Image,8581.499999976164,8567.200000000012,8581.499999976164,8581.499999976164,8567.200000000012,8581.499999976164,1,0,0,,Mousetracking,screen,0,screen,2 Discounts Fatigue,Wireless Charger.png,Which of the following products do you prefer to buy?,$60 (Deal: $10 off),$60 (Deal: now $45),,,answer2,fatigue,,consent
37,1746992872042,"11/05/2025, 19:47:52",1746974872042,-5,"11/05/2025, 09:47:52",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,2,2 Discounts Fatigue,Screen 1,a8my66,2,action,Question,8581.600000000006,8567.200000000012,8581.600000000006,8581.600000000006,8567.200000000012,8581.600000000006,1,0,0,,Mousetracking,screen,0,screen,2 Discounts Fatigue,Wireless Charger.png,Which of the following products do you prefer to buy?,$60 (Deal: $10 off),$60 (Deal: now $45),,,answer2,fatigue,,consent
38,1746992872042,"11/05/2025, 19:47:52",1746974872042,-5,"11/05/2025, 09:47:52",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,2,2 Discounts Fatigue,Screen 1,a8my66,2,action,Option 1,8581.799999988085,8567.200000000012,8581.799999988085,8581.799999988085,8567.200000000012,8581.799999988085,1,0,0,,Mousetracking,screen,0,screen,2 Discounts Fatigue,Wireless Charger.png,Which of the following products do you prefer to buy?,$60 (Deal: $10 off),$60 (Deal: now $45),,,answer2,fatigue,,consent
39,1746992872043,"11/05/2025, 19:47:52",1746974872043,-5,"11/05/2025, 09:47:52",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,2,2 Discounts Fatigue,Screen 1,a8my66,2,action,Option 2,8582.100000000006,8567.200000000012,8582.100000000006,8582.100000000006,8567.200000000012,8582.100000000006,1,2217,0.258777663647399,,Mousetracking,screen,0,screen,2 Discounts Fatigue,Wireless Charger.png,Which of the following products do you prefer to buy?,$60 (Deal: $10 off),$60 (Deal: now $45),,,answer2,fatigue,,consent
40,1746992872044,"11/05/2025, 19:47:52",1746974872044,-5,"11/05/2025, 09:47:52",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,Spreadsheet1,2,2 Discounts Fatigue,Screen 1,a8my66,2,response,Position 2,8583.600000000006,8567.200000000012,8583.600000000006,8583.600000000006,8567.200000000012,8583.600000000006,1,0,0,,Trigger - Response,Option 2,5,object-316,2 Discounts Fatigue,Wireless Charger.png,Which of the following products do you prefer to buy?,$60 (Deal: $10 off),$60 (Deal: now $45),,,answer2,fatigue,,consent
41,1746992872228,"11/05/2025, 19:47:52",1746974872228,-5,"11/05/2025, 09:47:52",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,,2,2 Discounts Fatigue,Screen 1,a8my66,2,info,Recording Uploaded: 226813-7/13397659/task-fsrg/46069857-mousetracking-4-2.csv,,,,,,,,,,,Mousetracking,screen,0,0,,,,,,,,,,,consent
42,1746992872232,"11/05/2025, 19:47:52",1746974872232,-5,"11/05/2025, 09:47:52",226813,7,task-fsrg,,46069857,13397659,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,2560x1440,2560x1294,,Discount Framing Task,6,,2,2 Discounts Fatigue,Screen 1,a8my66,2,info,Recording Uploaded: https://app.gorilla.sc/uploads/schedule/46069857?filename=mousetracking-4-2.csv,,,,,,,,,,,Mousetracking,screen,0,0,,,,,,,,,,,consent
